"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"276",2,0,0,2,0,2,0,0,4,1
"277",0,0,0,0,0,1,0,1,1,0
"278",0,0,0,0,0,0,0,0,0,0
"279",2,0,0,2,0,1,0,0,3,0
"280",0,0,0,0,0,0,0,0,0,1
"281",0,0,0,0,0,0,0,0,0,1
"282",0,0,0,0,0,0,0,0,0,1
"283",0,0,0,0,1,0,0,1,0,2
"284",0,0,0,0,0,0,0,0,0,1
"285",2,0,0,2,0,1,0,0,3,0
"286",0,0,0,0,0,0,0,0,0,1
"287",0,0,0,0,0,0,0,0,0,1
"288",1,0,0,1,0,0,0,1,1,0
"289",0,0,0,0,0,0,0,0,0,1
"290",0,0,0,0,0,0,0,0,0,0
"291",1,0,0,1,0,0,0,0,1,1
"292",0,0,0,0,0,0,0,0,0,0
"293",0,0,0,0,0,0,0,0,0,1
"294",1,2,1,1,1,1,1,0,1,1
"295",0,0,0,0,0,0,0,0,0,1
"296",0,0,0,0,0,0,0,0,0,1
"297",1,1,0,0,1,0,0,1,1,1
"298",0,0,0,0,0,0,0,0,0,1
"299",1,0,0,1,0,1,0,1,2,0
"300",0,0,0,0,0,0,0,0,0,1
"301",0,1,0,0,1,1,0,1,0,2
"302",0,0,0,0,1,0,0,1,0,2
"303",0,0,0,0,0,0,0,0,0,0
"304",0,0,0,0,0,0,0,0,0,1
"305",0,0,0,0,0,0,0,0,0,1
"306",1,0,1,1,0,1,0,0,1,0
"307",1,0,0,1,0,0,0,0,1,0
"308",1,1,0,1,1,0,0,4,2,2
"309",0,0,0,0,0,0,0,0,0,1
"310",0,0,0,0,0,0,0,0,0,0
"311",1,0,0,2,1,2,0,0,3,1
"312",1,0,0,2,0,0,0,1,3,0
"313",0,0,0,0,0,0,0,1,0,0
"314",0,2,0,0,0,0,0,1,0,1
"315",0,2,0,0,3,0,0,2,0,4
"316",0,0,0,0,0,0,0,0,0,1
"317",2,0,1,2,0,1,0,0,2,0
"318",0,1,0,1,1,0,0,0,0,2
"319",1,0,0,1,0,0,0,0,2,3
"320",0,0,0,0,0,0,0,0,0,1
"321",2,0,0,2,0,2,0,0,4,1
"322",0,0,0,1,1,0,0,1,1,1
"323",0,0,0,0,0,0,0,0,0,1
"324",0,0,0,0,0,0,0,0,0,0
"325",0,0,0,0,0,0,1,0,0,0
"326",2,2,0,3,0,1,0,0,3,1
"327",0,0,0,0,0,0,0,0,0,1
"328",0,0,0,0,0,0,0,0,0,0
"329",0,0,0,0,0,0,0,0,0,1
"330",0,0,0,0,0,0,0,0,0,0
"331",0,1,0,0,0,0,0,1,0,2
"332",0,0,0,0,0,0,0,0,0,1
"333",0,0,0,0,0,0,0,0,0,1
"334",0,0,0,0,0,0,0,0,0,1
"335",0,0,0,0,0,1,0,0,1,0
"336",0,0,0,0,0,0,0,1,0,1
"337",3,0,2,3,1,2,0,2,4,2
"338",0,0,0,0,0,0,0,0,0,1
"339",0,0,0,0,0,0,0,1,0,1
"340",0,0,0,1,1,0,0,1,1,1
"341",0,0,0,1,0,0,0,0,0,0
"342",1,0,1,1,0,1,0,0,1,0
"343",0,0,0,0,0,0,0,0,0,1
"344",3,1,2,4,0,4,1,1,6,0
"345",0,0,0,0,0,0,0,1,0,0
"346",1,0,0,1,0,0,0,0,0,0
"347",0,0,0,0,0,0,0,0,0,1
"348",0,0,0,0,0,0,0,0,0,1
"349",0,0,0,0,0,0,0,0,0,0
"350",0,0,0,0,0,0,0,0,0,1
"351",0,0,0,1,0,1,0,0,1,0
"352",0,0,0,0,0,0,0,0,0,1
"353",0,0,0,0,0,0,0,0,0,1
"354",0,0,0,0,0,0,0,1,0,1
"355",0,0,0,0,0,0,0,0,0,1
"356",1,0,0,1,0,0,0,0,1,1
"357",0,0,0,0,0,0,0,0,0,0
"358",0,0,0,2,0,1,0,0,1,1
"359",0,0,0,0,0,1,0,1,1,3
"360",0,0,0,0,0,0,0,0,0,1
"361",1,1,0,0,1,0,1,2,0,2
"362",0,0,0,0,0,0,0,0,0,1
"363",1,1,1,0,0,1,0,1,1,2
"364",0,0,0,0,0,0,0,0,0,0
"365",0,0,0,0,0,0,0,0,0,1
"366",0,1,0,1,1,1,1,0,2,2
"367",1,0,0,1,0,0,0,0,1,0
"368",0,0,0,1,0,0,0,0,0,0
"369",0,0,0,0,0,1,0,1,1,3
"370",0,0,0,0,0,0,0,0,0,1
"371",2,0,1,2,0,1,0,0,2,0
"372",0,0,0,0,0,0,0,0,0,1
"373",5,2,1,5,2,3,2,0,5,3
"374",0,0,0,0,0,0,0,0,0,1
"375",0,0,0,0,0,0,0,0,0,1
"376",0,0,0,0,0,0,0,0,0,1
"377",0,0,0,0,0,0,0,1,0,0
"378",0,0,0,0,0,0,0,1,0,0
"379",0,0,0,0,0,0,0,0,0,1
"380",0,0,0,0,0,0,0,0,0,1
"381",0,1,1,0,1,0,1,2,1,2
